-100.000000	0.000007
-99.000000	0.000008
-98.000000	0.000009
-97.000000	0.000010
-96.000000	0.000011
-95.000000	0.000012
-94.000000	0.000014
-93.000000	0.000015
-92.000000	0.000017
-91.000000	0.000019
-90.000000	0.000021
-89.000000	0.000024
-88.000000	0.000026
-87.000000	0.000029
-86.000000	0.000033
-85.000000	0.000036
-84.000000	0.000041
-83.000000	0.000045
-82.000000	0.000050
-81.000000	0.000056
-80.000000	0.000063
-79.000000	0.000070
-78.000000	0.000078
-77.000000	0.000086
-76.000000	0.000096
-75.000000	0.000107
-74.000000	0.000119
-73.000000	0.000133
-72.000000	0.000148
-71.000000	0.000165
-70.000000	0.000183
-69.000000	0.000204
-68.000000	0.000227
-67.000000	0.000252
-66.000000	0.000281
-65.000000	0.000312
-64.000000	0.000348
-63.000000	0.000387
-62.000000	0.000430
-61.000000	0.000478
-60.000000	0.000532
-59.000000	0.000591
-58.000000	0.000657
-57.000000	0.000730
-56.000000	0.000812
-55.000000	0.000902
-54.000000	0.001002
-53.000000	0.001113
-52.000000	0.001237
-51.000000	0.001373
-50.000000	0.001525
-49.000000	0.001693
-48.000000	0.001880
-47.000000	0.002086
-46.000000	0.002315
-45.000000	0.002569
-44.000000	0.002850
-43.000000	0.003161
-42.000000	0.003505
-41.000000	0.003886
-40.000000	0.004308
-39.000000	0.004774
-38.000000	0.005290
-37.000000	0.005860
-36.000000	0.006490
-35.000000	0.007186
-34.000000	0.007954
-33.000000	0.008802
-32.000000	0.009738
-31.000000	0.010770
-30.000000	0.011908
-29.000000	0.013162
-28.000000	0.014542
-27.000000	0.016062
-26.000000	0.017733
-25.000000	0.019571
-24.000000	0.021590
-23.000000	0.023807
-22.000000	0.026238
-21.000000	0.028904
-20.000000	0.031824
-19.000000	0.035019
-18.000000	0.038513
-17.000000	0.042328
-16.000000	0.046490
-15.000000	0.051026
-14.000000	0.055964
-13.000000	0.061330
-12.000000	0.067156
-11.000000	0.073470
-10.000000	0.080303
-9.000000	0.087685
-8.000000	0.095646
-7.000000	0.104215
-6.000000	0.113421
-5.000000	0.123289
-4.000000	0.133844
-3.000000	0.145107
-2.000000	0.157095
-1.000000	0.169823
0.000000	0.183297
1.000000	0.197523
2.000000	0.212499
3.000000	0.228214
4.000000	0.244651
5.000000	0.261787
6.000000	0.279592
7.000000	0.298025
8.000000	0.317040
9.000000	0.336585
10.000000	0.356598
11.000000	0.377017
12.000000	0.397766
13.000000	0.418771
14.000000	0.439955
15.000000	0.461238
16.000000	0.482539
17.000000	0.503776
18.000000	0.524878
19.000000	0.545766
20.000000	0.566370
21.000000	0.586627
22.000000	0.606476
23.000000	0.625863
24.000000	0.644749
25.000000	0.663095
26.000000	0.680873
27.000000	0.698064
28.000000	0.714669
29.000000	0.730703
30.000000	0.746217
31.000000	0.761343
32.000000	0.776496
33.000000	0.793573
34.000000	0.902215
35.000000	0.799619
36.000000	0.815973
37.000000	0.828182
38.000000	0.838982
39.000000	0.848897
40.000000	0.858119
41.000000	0.866736
42.000000	0.874806
43.000000	0.882369
44.000000	0.889464
45.000000	0.896119
46.000000	0.902360
47.000000	0.908211
48.000000	0.913700
49.000000	0.918847
50.000000	0.923672
51.000000	0.928195
52.000000	0.932433
53.000000	0.936408
54.000000	0.940135
55.000000	0.943628
56.000000	0.946904
57.000000	0.949975
58.000000	0.952853
59.000000	0.955555
60.000000	0.958089
61.000000	0.960467
62.000000	0.962698
63.000000	0.964793
64.000000	0.966760
65.000000	0.968607
66.000000	0.970341
67.000000	0.971972
68.000000	0.973505
69.000000	0.974946
70.000000	0.976301
71.000000	0.977576
72.000000	0.978776
73.000000	0.979906
74.000000	0.980970
75.000000	0.981972
76.000000	0.982916
77.000000	0.983806
78.000000	0.984646
79.000000	0.985438
80.000000	0.986185
81.000000	0.986890
82.000000	0.987556
83.000000	0.988185
84.000000	0.988779
85.000000	0.989341
86.000000	0.989872
87.000000	0.990374
88.000000	0.990849
89.000000	0.991298
90.000000	0.991724
91.000000	0.992127
92.000000	0.992508
93.000000	0.992869
94.000000	0.993212
95.000000	0.993537
96.000000	0.993845
97.000000	0.994137
98.000000	0.994414
99.000000	0.994677
100.000000	0.994926
